rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,yellow_cards,red_cards,second_yellow,fouls,fouled,offsides,crosses,interceptions,tackles_won,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerial_win_pct,shot_creating_actions_foul_drawn,passes_offsides,passes_crosses,own_goals_against,season,table_type,processed_at
1004,Arnaud Kalimuendo,FRA,FW,Nott'ham Forest,Premier League,0.0,2002.0,0.8,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,75.0,0,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1005,Pierre Kalulu,FRA,DF,Juventus,Serie A,0.0,2000.0,6.0,0,0,0,6,0,0,0,5,4,0,0,0,19,7,4,63.6,2,0,19,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1006,Justin-Noël Kalumba,FRA,"FW,MF",Angers,Ligue 1,0.0,2004.0,2.5,0,0,0,3,0,0,0,1,3,0,0,0,10,1,8,11.1,3,0,15,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1007,Daichi Kamada,JPN,MF,Crystal Palace,Premier League,0.0,1996.0,4.8,0,0,0,8,0,0,0,2,9,1,0,0,17,4,3,57.1,8,1,14,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1008,Warren Kamanzi,NOR,"MF,DF",Toulouse,Ligue 1,0.0,2000.0,2.9,0,0,0,1,0,0,0,0,2,1,0,0,9,1,5,16.7,2,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1009,Abu Kamara,ENG,"FW,MF",Getafe,La Liga,0.0,2003.0,1.3,0,0,0,0,0,0,0,2,1,0,0,0,3,1,2,33.3,1,2,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1010,Bingourou Kamara,SEN,GK,Lorient,Ligue 1,0.0,1996.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1011,Boubacar Kamara,FRA,MF,Aston Villa,Premier League,0.0,1999.0,3.3,1,0,0,3,0,0,0,3,4,0,0,0,16,15,3,83.3,7,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1012,Hassane Kamara,CIV,DF,Udinese,Serie A,0.0,1994.0,2.0,1,0,0,1,0,0,0,2,4,0,0,0,8,1,2,33.3,2,0,9,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1013,Jakub Kamiński,POL,"MF,FW",Köln,Bundesliga,0.0,2002.0,6.0,0,0,0,2,0,0,0,5,1,0,0,0,15,4,8,33.3,6,0,20,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1014,Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,0.0,1990.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1015,Harry Kane,ENG,"FW,MF",Bayern Munich,Bundesliga,0.0,1993.0,5.4,0,0,0,4,0,0,0,4,2,1,0,0,12,5,5,50.0,9,5,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1016,Lee Kang-in,KOR,"MF,FW",Paris S-G,Ligue 1,0.0,2001.0,3.6,0,0,0,3,0,0,0,1,2,0,0,0,24,1,2,33.3,4,0,16,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1017,Adam Karabec,CZE,FW,Lyon,Ligue 1,0.0,2003.0,4.6,1,0,0,7,0,0,0,1,1,0,0,0,5,2,2,50.0,10,1,27,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1018,Atakan Karazor,None,MF,Stuttgart,Bundesliga,0.0,1996.0,4.2,0,0,0,5,0,0,0,2,4,0,0,0,12,11,8,57.9,5,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1019,Dermane Karim,TOG,"MF,FW",Lorient,Ligue 1,0.0,2003.0,4.4,3,0,0,7,0,0,0,2,5,1,0,0,18,1,7,12.5,12,0,5,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1020,Lennart Karl,GER,FW,Bayern Munich,Bundesliga,0.0,2008.0,1.4,0,0,0,0,0,0,0,3,4,0,0,0,8,0,2,0.0,4,0,5,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1021,Jesper Karlström,SWE,MF,Udinese,Serie A,0.0,1995.0,6.0,1,0,0,5,0,0,0,6,5,0,0,0,30,5,3,62.5,6,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1022,Jon Karrikaburu,ESP,"FW,MF",Real Sociedad,La Liga,0.0,2002.0,0.7,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,20.0,3,1,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1023,Grigoris Kastanos,CYP,MF,Hellas Verona,Serie A,0.0,1998.0,0.2,0,0,0,1,0,0,0,2,2,0,0,0,1,1,2,33.3,1,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1024,Panos Katseris,GRE,"MF,DF",Lorient,Ligue 1,0.0,2001.0,1.4,1,0,0,2,0,0,0,5,1,0,0,0,13,1,2,33.3,5,0,11,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1025,Mikkel Kaufmann,DEN,FW,Heidenheim,Bundesliga,0.0,2001.0,3.7,1,0,0,8,0,0,0,1,2,0,0,0,6,16,21,43.2,9,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1026,Sota Kawasaki,JPN,MF,Mainz 05,Bundesliga,0.0,2001.0,0.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1027,Michael Kayode,ITA,DF,Brentford,Premier League,0.0,2004.0,6.8,0,0,0,7,0,0,0,7,6,0,0,0,28,5,4,55.6,5,0,8,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1028,Moise Kean,ITA,FW,Fiorentina,Serie A,0.0,2000.0,6.0,1,0,0,6,0,0,0,0,2,0,0,0,8,4,8,33.3,16,10,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1029,Michael Keane,ENG,DF,Everton,Premier League,0.0,1993.0,6.7,0,0,0,4,0,0,0,8,4,0,0,0,20,21,15,58.3,1,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1030,Ilan Kebbal,ALG,"FW,MF",Paris FC,Ligue 1,0.0,1998.0,6.7,0,0,0,3,0,0,0,2,5,1,0,0,30,1,1,50.0,15,1,35,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1031,Yassine Kechta,MAR,MF,Le Havre,Ligue 1,0.0,2002.0,4.5,1,0,0,12,0,0,0,2,3,0,0,0,21,1,5,16.7,4,0,11,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1032,Thilo Kehrer,GER,DF,Monaco,Ligue 1,0.0,1996.0,2.4,2,1,1,3,0,0,0,1,2,0,0,0,12,9,5,64.3,1,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1033,Mandela Keita,BEL,MF,Parma,Serie A,0.0,2002.0,4.9,0,0,0,1,0,0,0,5,8,0,0,0,30,5,3,62.5,7,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1034,Caoimhín Kelleher,IRL,GK,Brentford,Premier League,0.0,1998.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,1,50.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1035,Lloyd Kelly,ENG,DF,Juventus,Serie A,0.0,1998.0,6.0,1,0,0,10,0,0,0,3,7,0,1,0,30,14,9,60.9,3,1,4,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1036,Aljoscha Kemlein,GER,MF,Union Berlin,Bundesliga,0.0,2004.0,0.8,0,0,0,2,0,0,0,1,2,0,0,0,4,0,2,0.0,3,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1037,Marc-Oliver Kempf,GER,DF,Como,Serie A,0.0,1995.0,4.5,1,0,0,7,0,0,0,1,1,0,0,0,17,16,9,64.0,4,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1038,Luca Kerber,GER,MF,Heidenheim,Bundesliga,0.0,2002.0,3.6,2,0,0,8,0,0,0,1,4,0,0,0,6,4,6,40.0,3,1,4,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1039,Milos Kerkez,HUN,DF,Liverpool,Premier League,0.0,2003.0,5.7,2,0,0,5,0,0,0,3,6,0,0,0,23,12,10,54.5,5,0,16,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1040,Kevin,BRA,"FW,MF",Fulham,Premier League,0.0,2003.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0.0,2,0,9,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1041,Reda Khadra,GER,"FW,MF",Le Havre,Ligue 1,0.0,2001.0,1.2,0,0,0,2,0,0,0,0,0,0,0,0,5,2,0,100.0,0,0,7,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1042,Bilal El Khannouss,MAR,MF,Stuttgart,Bundesliga,0.0,2004.0,3.9,2,0,0,5,0,0,0,0,6,0,0,0,9,3,4,42.9,1,0,7,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1043,Rani Khedira,GER,MF,Union Berlin,Bundesliga,0.0,1994.0,5.8,1,0,0,10,0,0,0,6,9,0,0,0,21,6,3,66.7,3,0,4,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1044,Abdukodir Khusanov,UZB,DF,Manchester City,Premier League,0.0,2004.0,2.5,1,0,0,3,0,0,0,5,4,0,0,0,9,2,3,40.0,3,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1045,Kialonda,ANG,DF,Lecce,Serie A,0.0,1997.0,6.0,3,0,0,4,0,0,0,1,2,0,0,0,10,16,15,51.6,11,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1046,Kiké,ESP,FW,Espanyol,La Liga,0.0,1989.0,3.1,1,0,0,6,0,0,0,1,1,0,0,0,9,11,17,39.3,7,5,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1047,Semih Kılıçsoy,TUR,FW,Cagliari,Serie A,0.0,2005.0,0.3,1,0,0,2,0,0,0,0,0,0,0,0,2,0,3,0.0,0,1,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1048,Max Kilman,ENG,DF,West Ham,Premier League,0.0,1997.0,7.0,3,0,0,8,0,0,0,5,6,0,0,0,22,22,12,64.7,0,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1049,Joshua Kimmich,GER,MF,Bayern Munich,Bundesliga,0.0,1995.0,4.7,2,0,0,1,0,0,0,7,4,0,0,0,17,1,1,50.0,5,0,17,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1050,Joshua King,ENG,"MF,FW",Fulham,Premier League,0.0,2007.0,5.2,2,0,0,4,0,0,0,1,3,0,0,0,19,2,5,28.6,9,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1051,Justin Kluivert,NED,MF,Bournemouth,Premier League,0.0,1999.0,1.8,0,0,0,2,0,0,0,0,2,0,0,0,7,0,2,0.0,2,0,7,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1052,Ruben Kluivert,NED,"DF,FW",Lyon,Ligue 1,0.0,2001.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1053,Ansgar Knauff,GER,"FW,MF",Eint Frankfurt,Bundesliga,0.0,2002.0,2.3,1,0,0,4,0,0,0,1,3,0,0,0,11,5,4,55.6,4,2,9,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1054,Gregor Kobel,SUI,GK,Dortmund,Bundesliga,0.0,1997.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1055,Robin Koch,GER,DF,Eint Frankfurt,Bundesliga,0.0,1996.0,6.0,0,0,0,4,0,0,0,9,0,0,1,0,24,25,13,65.8,3,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1056,Christian Kofane,CMR,FW,Leverkusen,Bundesliga,0.0,2006.0,2.0,3,0,0,6,0,0,0,1,0,1,0,0,3,4,5,44.4,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1057,Hervé Koffi,BFA,GK,Angers,Ligue 1,0.0,1996.0,7.0,0,0,0,1,0,0,0,0,1,0,1,0,6,0,1,0.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1058,Enzo Koffi Vinette,FRA,"DF,FW",Le Havre,Ligue 1,0.0,2006.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1059,Derrick Köhn,GHA,DF,Union Berlin,Bundesliga,0.0,1999.0,3.4,1,0,0,9,0,0,0,2,4,0,0,0,11,0,1,0.0,4,2,7,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1060,Philipp Köhn,SUI,GK,Monaco,Ligue 1,0.0,1998.0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1061,Dominik Kohr,GER,DF,Mainz 05,Bundesliga,0.0,1994.0,4.2,3,1,1,6,0,0,0,7,6,0,0,0,19,15,6,71.4,14,0,4,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1062,Koke,ESP,MF,Atlético Madrid,La Liga,0.0,1992.0,5.0,2,0,0,6,0,0,0,3,0,0,0,0,22,3,4,42.9,7,0,5,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1063,Luca Koleosho,ITA,"MF,FW",Espanyol,La Liga,0.0,2004.0,0.7,0,0,0,3,0,0,0,1,1,0,0,0,9,0,1,0.0,0,0,5,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1064,Adam Kölle,GER,"MF,DF",Heidenheim,Bundesliga,0.0,2006.0,0.3,1,0,0,4,0,0,0,0,1,0,0,0,0,2,3,40.0,1,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1065,Timothée Kolodziejczak,FRA,DF,Paris FC,Ligue 1,0.0,1991.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,20.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1066,Mert Kömür,GER,"FW,MF",Augsburg,Bundesliga,0.0,2005.0,5.4,1,0,0,12,0,0,0,3,2,0,0,0,19,9,17,34.6,6,1,26,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1067,Ibrahima Konaté,FRA,DF,Liverpool,Premier League,0.0,1999.0,6.2,2,0,0,7,0,0,0,5,8,0,0,0,16,25,8,75.8,5,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1068,Geoffrey Kondogbia,CTA,"MF,DF",Marseille,Ligue 1,0.0,1993.0,1.2,0,0,0,0,0,0,0,0,1,0,0,0,7,4,1,80.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1069,Ismaël Koné,CAN,MF,Sassuolo,Serie A,0.0,2002.0,4.4,2,1,1,5,0,0,0,4,3,0,0,0,13,2,4,33.3,8,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1070,Manu Koné,FRA,MF,Roma,Serie A,0.0,2001.0,6.0,0,0,0,12,0,0,0,3,7,0,0,0,31,4,8,33.3,20,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1071,Ransford Königsdörffer,GHA,FW,Hamburger SV,Bundesliga,0.0,2001.0,5.0,0,0,0,5,0,0,0,1,0,0,0,0,7,10,9,52.6,6,10,5,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1072,Ezri Konsa,ENG,DF,Aston Villa,Premier League,0.0,1997.0,5.7,0,1,0,3,0,0,0,2,1,0,0,0,19,6,3,66.7,7,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1073,Teun Koopmeiners,NED,MF,Juventus,Serie A,0.0,1998.0,3.0,3,0,0,6,0,0,0,3,2,0,0,0,15,6,6,50.0,1,0,15,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1074,Odilon Kossounou,CIV,DF,Atalanta,Serie A,0.0,2001.0,3.0,0,0,0,4,0,0,0,1,5,0,1,0,8,3,1,75.0,1,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1075,Filip Kostić,SRB,"DF,FW",Juventus,Serie A,0.0,1992.0,0.4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0.0,0,0,7,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1076,Eddy Kouadio,CIV,DF,Fiorentina,Serie A,0.0,2006.0,0.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1077,Koffi Kouao,CIV,DF,Metz,Ligue 1,0.0,1998.0,6.9,2,0,0,11,0,0,0,3,15,1,1,0,31,2,7,22.2,12,2,14,1,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1078,Arsène Kouassi,BFA,"DF,MF",Lorient,Ligue 1,0.0,2004.0,6.2,2,0,0,4,0,0,0,4,5,0,0,0,28,1,5,16.7,10,2,34,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1079,Christ-Owen Kouassi,FRA,DF,Lecce,Serie A,0.0,2003.0,2.5,0,0,0,1,0,0,0,1,6,0,1,0,6,3,1,75.0,3,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1080,Konstantinos Koulierakis,GRE,DF,Wolfsburg,Bundesliga,0.0,2003.0,6.0,1,0,0,8,0,0,0,7,3,0,1,0,16,10,11,47.6,2,0,6,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1081,Seny Koumbassa,FRA,DF,Toulouse,Ligue 1,0.0,2007.0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1082,Jules Koundé,FRA,DF,Barcelona,La Liga,0.0,1998.0,5.4,2,0,0,8,0,0,0,4,3,0,0,0,19,12,5,70.6,12,0,11,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1083,Lancinet Kourouma,GUI,MF,Girona,La Liga,0.0,2004.0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1084,Hamza Koutoune,MAR,DF,Nice,Ligue 1,0.0,2006.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1085,Goduine Koyalipou,CTA,FW,Levante,La Liga,0.0,2000.0,0.9,1,0,0,2,0,0,0,0,1,0,0,0,4,3,4,42.9,1,2,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1086,Alex Král,CZE,MF,Union Berlin,Bundesliga,0.0,1998.0,1.2,0,0,0,2,0,0,0,1,2,0,0,0,12,0,0,0.0,4,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1087,Andrej Kramarić,CRO,"MF,FW",Hoffenheim,Bundesliga,0.0,1991.0,3.7,1,0,0,2,0,0,0,3,0,0,0,0,18,1,3,25.0,5,0,19,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1088,Vladyslav Krapyvtsov,UKR,GK,Girona,La Liga,0.0,2005.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1089,Jean-Philippe Krasso,CIV,FW,Paris FC,Ligue 1,0.0,1997.0,2.5,0,0,0,3,0,0,0,0,2,0,0,0,4,6,13,31.6,3,2,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1090,Tom Krauß,GER,"DF,MF",Köln,Bundesliga,0.0,2001.0,3.2,1,0,0,4,0,0,0,3,6,0,0,0,16,1,3,25.0,3,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1091,Ladislav Krejčí,CZE,"DF,MF",Wolves,Premier League,0.0,1999.0,4.0,1,0,0,7,0,0,0,2,4,0,0,0,11,6,3,66.7,2,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1092,Ladislav Krejčí,CZE,DF,Girona,La Liga,0.0,1999.0,2.0,1,0,0,2,0,0,0,1,0,0,0,0,6,3,3,50.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1093,Rasmus Kristensen,DEN,DF,Eint Frankfurt,Bundesliga,0.0,1997.0,2.0,2,0,0,2,0,0,0,4,6,0,0,0,14,3,3,50.0,3,1,4,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1094,Thomas Kristensen,DEN,DF,Udinese,Serie A,0.0,2002.0,5.0,0,0,0,3,0,0,0,5,3,0,0,0,10,22,10,68.8,3,1,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1095,Nikola Krstović,MNE,FW,Atalanta,Serie A,0.0,2000.0,3.6,0,0,0,1,0,0,0,1,1,0,0,0,13,7,11,38.9,5,3,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1096,Lukas Kübler,GER,DF,Freiburg,Bundesliga,0.0,1992.0,4.3,1,0,0,3,0,0,0,10,7,0,0,0,12,9,6,60.0,5,1,7,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1097,Takefusa Kubo,JPN,"MF,FW",Real Sociedad,La Liga,0.0,2001.0,5.2,0,0,0,3,0,0,0,0,5,0,0,0,16,4,3,57.1,13,5,20,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1098,Mohammed Kudus,GHA,FW,Tottenham,Premier League,0.0,2000.0,6.9,2,0,0,12,0,0,0,0,9,0,0,0,29,5,4,55.6,7,4,48,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1099,Nicolas-Gerrit Kühn,GER,FW,Como,Serie A,0.0,2000.0,2.4,0,0,0,1,0,0,0,0,2,0,0,0,7,0,3,0.0,1,0,4,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1100,Sael Kumbedi,FRA,DF,Lyon,Ligue 1,0.0,2005.0,0.7,1,0,0,4,0,0,0,1,0,0,0,0,0,1,0,100.0,2,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1101,Marash Kumbulla,ALB,DF,Mallorca,La Liga,0.0,2000.0,2.4,0,0,0,0,0,0,0,1,1,0,0,0,8,4,1,80.0,2,1,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1102,Jonah Kusi-Asare,SWE,FW,Bayern Munich,Bundesliga,0.0,2007.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1103,Khvicha Kvaratskhelia,GEO,"FW,DF",Paris S-G,Ligue 1,0.0,2001.0,2.3,0,0,0,2,0,0,0,2,1,0,0,0,5,1,1,50.0,7,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1104,Godson Kyeremeh,FRA,"MF,FW",Le Havre,Ligue 1,0.0,2000.0,0.5,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0.0,3,2,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1105,Adrián de la Fuente,ESP,DF,Levante,La Liga,0.0,1999.0,6.3,2,0,0,6,0,0,0,7,5,0,0,0,18,8,9,47.1,3,0,6,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1106,Rémy Labeau Lascary,GLP,"FW,MF",Brest,Ligue 1,0.0,2003.0,1.2,1,0,0,6,0,0,0,1,0,0,0,0,6,2,5,28.6,5,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1107,Maxence Lacroix,FRA,DF,Crystal Palace,Premier League,0.0,2000.0,7.0,1,0,0,7,0,0,0,10,9,0,1,0,17,20,11,64.5,4,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1108,Yoel Lago,ESP,DF,Celta Vigo,La Liga,0.0,2004.0,3.7,2,0,0,6,0,0,0,3,3,0,0,0,6,3,3,50.0,3,1,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1109,Mayckel Lahdo,SWE,"MF,FW",Nantes,Ligue 1,0.0,2002.0,2.5,0,0,0,5,0,0,0,0,2,0,0,0,2,0,4,0.0,3,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1110,Konrad Laimer,AUT,DF,Bayern Munich,Bundesliga,0.0,1997.0,5.5,2,0,0,8,0,0,0,4,4,0,0,0,25,7,5,58.3,4,2,8,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1111,Kenny Lala,MAD,DF,Brest,Ligue 1,0.0,1991.0,7.0,1,0,0,1,0,0,0,4,4,0,0,0,33,5,6,45.5,9,0,27,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1112,Senne Lammens,BEL,GK,Manchester Utd,Premier League,0.0,2002.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1113,Tariq Lamptey,GHA,"MF,DF",Fiorentina,Serie A,0.0,2000.0,0.3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0.0,0,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1114,Noa Lang,NED,MF,Napoli,Serie A,0.0,1999.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,6,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1115,Aymeric Laporte,ESP,DF,Athletic Club,La Liga,0.0,1994.0,3.3,1,0,0,0,0,0,0,5,2,0,0,0,13,12,6,66.7,2,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1116,Hugo Larsson,SWE,MF,Eint Frankfurt,Bundesliga,0.0,2004.0,3.3,0,0,0,2,0,0,0,5,3,0,0,0,17,0,1,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1117,Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,0.0,1993.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1118,Toni Lato,ESP,DF,Mallorca,La Liga,0.0,1997.0,1.8,0,0,0,0,0,0,0,2,3,0,0,0,7,1,3,25.0,0,0,5,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1119,Josh Laurent,ENG,"DF,MF",Burnley,Premier League,0.0,1995.0,5.0,1,0,0,5,0,0,0,12,1,0,0,0,15,4,3,57.1,2,1,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1120,Armand Lauriente,FRA,FW,Sassuolo,Serie A,0.0,1998.0,4.4,0,0,0,6,0,0,0,1,2,0,0,0,14,1,3,25.0,6,5,10,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1121,Roméo Lavia,BEL,MF,Chelsea,Premier League,0.0,2004.0,0.5,0,0,0,0,0,0,0,2,1,0,0,0,3,1,0,100.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1122,Valentino Lazaro,AUT,"DF,MF",Torino,Serie A,0.0,1996.0,4.7,1,0,0,6,0,0,0,2,5,0,0,0,27,1,4,20.0,2,0,16,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
