rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,shot_creating_actions,shot_creating_actions_per_90,shot_creating_actions_live_pass,shot_creating_actions_dead_pass,shot_creating_actions_take_on,shot_creating_actions_shot,shot_creating_actions_foul_drawn,goal_creating_actions,goal_creating_actions_per_90,goal_creating_actions_def,season,table_type,processed_at
1764,Mathis Saka,FRA,MF,Toulouse,Ligue 1,0.0,2006.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1765,Álex Sala,ESP,MF,Lecce,Serie A,0.0,2001.0,1.2,3,2.6,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1766,Ibrahim Salah,MAR,FW,Rennes,Ligue 1,0.0,2001.0,0.4,2,5.14,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1767,Mohamed Salah,EGY,FW,Liverpool,Premier League,0.0,1992.0,7.0,17,2.43,15,0,0,2,0,3,0.43,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1768,Jan Salas,ESP,MF,Mallorca,La Liga,0.0,2005.0,0.2,1,5.29,1,0,0,0,0,1,5.29,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1769,Kike Salas,ESP,DF,Sevilla,La Liga,0.0,2002.0,4.0,4,1.0,4,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1770,Manolis Saliakas,GRE,DF,St. Pauli,Bundesliga,0.0,1996.0,3.1,9,2.91,7,0,0,1,1,2,0.65,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1771,William Saliba,FRA,DF,Arsenal,Premier League,0.0,2001.0,4.5,4,0.88,4,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1772,José Salinas,ESP,"FW,DF",Espanyol,La Liga,0.0,2000.0,0.2,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1773,Mohammed Salisu,GHA,DF,Monaco,Ligue 1,0.0,1999.0,2.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1774,Lazar Samardzic,SRB,MF,Atalanta,Serie A,0.0,2002.0,2.8,17,6.14,14,2,0,1,0,2,0.72,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1775,Mbwana Samatta,TAN,FW,Le Havre,Ligue 1,0.0,1992.0,4.6,9,1.95,5,0,0,2,2,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1776,Mama Samba Baldé,GNB,FW,Brest,Ligue 1,0.0,1995.0,3.2,13,4.02,8,0,0,2,2,2,0.62,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1777,Brice Samba,FRA,GK,Rennes,Ligue 1,0.0,1994.0,7.0,2,0.29,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1778,Albert Sambi Lokonga,BEL,MF,Hamburger SV,Bundesliga,0.0,1999.0,1.0,5,4.84,5,0,0,0,0,1,0.97,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1779,Antonio Sanabria,PAR,FW,Cremonese,Serie A,0.0,1996.0,3.7,2,0.54,0,0,1,1,0,1,0.27,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1780,Oihan Sancet,ESP,MF,Athletic Club,La Liga,0.0,2000.0,4.8,16,3.33,9,0,0,2,2,2,0.42,3,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1781,Alexis Sánchez,CHI,"FW,MF",Sevilla,La Liga,0.0,1988.0,3.6,8,2.24,5,2,0,0,1,2,0.56,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1782,Antonio Sánchez,ESP,"MF,DF",Mallorca,La Liga,0.0,1997.0,3.0,3,0.99,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1783,Juanlu Sánchez,ESP,"DF,FW",Sevilla,La Liga,0.0,2003.0,4.4,13,2.93,10,1,1,0,1,3,0.68,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1784,Borja Sánchez Laborde,ESP,MF,Oviedo,La Liga,0.0,1996.0,0.2,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1785,Manu Sánchez,ESP,DF,Levante,La Liga,0.0,2000.0,6.6,16,2.42,12,3,0,1,0,1,0.15,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1786,Robert Sánchez,ESP,GK,Chelsea,Premier League,0.0,1997.0,6.0,3,0.5,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1787,Jadon Sancho,ENG,FW,Aston Villa,Premier League,0.0,2000.0,0.1,2,20.0,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1788,Álex Sancris,ESP,"FW,MF",Getafe,La Liga,0.0,1997.0,2.0,4,2.0,2,0,0,2,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1789,Philipp Sander,GER,MF,Gladbach,Bundesliga,0.0,1998.0,3.8,8,2.11,7,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1790,James Sands,USA,MF,St. Pauli,Bundesliga,0.0,2000.0,5.7,8,1.4,7,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1791,Ibou Sané,SEN,"FW,MF",Metz,Ligue 1,0.0,2005.0,1.8,4,2.26,3,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1792,Sadibou Sané,SEN,DF,Metz,Ligue 1,0.0,2004.0,3.9,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1793,Arouna Sangante,SEN,DF,Le Havre,Ligue 1,0.0,2002.0,5.8,4,0.69,4,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1794,Ibrahim Sangaré,CIV,MF,Nott'ham Forest,Premier League,0.0,1997.0,3.9,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1795,Mamadou Sangare,MLI,MF,Lens,Ligue 1,0.0,2002.0,5.3,13,2.45,9,0,1,3,0,1,0.19,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1796,Nhoa Sangui,FRA,DF,Paris FC,Ligue 1,0.0,2006.0,3.2,9,2.79,9,0,0,0,0,1,0.31,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1797,Maroan Sannadi,MAR,FW,Athletic Club,La Liga,0.0,2001.0,2.5,5,1.98,4,0,0,1,0,2,0.79,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1798,Kaishu Sano,JPN,MF,Mainz 05,Bundesliga,0.0,2000.0,6.0,13,2.17,11,0,1,0,0,3,0.5,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1799,Morgan Sanson,FRA,MF,Nice,Ligue 1,0.0,1994.0,1.0,2,2.05,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1800,Baptiste Santamaria,FRA,MF,Valencia,La Liga,0.0,1995.0,5.8,5,0.87,5,0,0,0,0,1,0.17,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1801,Yellu Santiago,ESP,MF,Hellas Verona,Serie A,0.0,2004.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1802,Andrey Santos,BRA,MF,Chelsea,Premier League,0.0,2004.0,1.9,5,2.59,5,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1803,Kauã Santos,BRA,GK,Eint Frankfurt,Bundesliga,0.0,2003.0,3.0,2,0.67,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1804,Tiago Santos,POR,DF,Lille,Ligue 1,0.0,2002.0,1.2,2,1.73,1,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1805,Jeremy Sarmiento,ECU,MF,Cremonese,Serie A,0.0,2002.0,0.4,4,10.59,1,1,2,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1806,Amin Sarr,SWE,FW,Hellas Verona,Serie A,0.0,2001.0,2.4,7,2.96,6,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1807,Ismaila Sarr,SEN,"MF,FW",Crystal Palace,Premier League,0.0,1998.0,4.8,10,2.09,6,0,0,1,3,1,0.21,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1808,Malang Sarr,FRA,DF,Lens,Ligue 1,0.0,1999.0,7.0,4,0.57,2,0,0,1,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1809,Mamadou Sarr,FRA,DF,Strasbourg,Ligue 1,0.0,2005.0,6.0,5,0.83,5,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1810,Martin Satriano,URU,FW,Lyon,Ligue 1,0.0,2001.0,1.9,5,2.65,1,0,1,2,0,2,1.06,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1811,Mario Sauer,SVK,MF,Toulouse,Ligue 1,0.0,2004.0,3.8,10,2.6,6,1,0,1,1,1,0.26,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1812,Razvan Sava,ROU,GK,Udinese,Serie A,0.0,2002.0,6.0,3,0.5,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1813,Sávio,BRA,MF,Manchester City,Premier League,0.0,2004.0,1.9,5,2.66,4,0,1,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1814,Nicolò Savona,ITA,"DF,MF",Nott'ham Forest,Premier League,0.0,2003.0,1.6,1,0.62,0,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1815,Joe Scally,USA,DF,Gladbach,Bundesliga,0.0,2002.0,4.9,13,2.64,9,0,1,1,1,2,0.41,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1816,Giorgio Scalvini,ITA,DF,Atalanta,Serie A,0.0,2003.0,2.9,8,2.73,8,0,0,0,0,2,0.68,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1817,Gianluca Scamacca,ITA,FW,Atalanta,Serie A,0.0,1999.0,1.5,2,1.34,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1818,Kevin Schade,GER,FW,Brentford,Premier League,0.0,2001.0,6.4,9,1.42,5,1,0,1,2,1,0.16,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1819,András Schäfer,HUN,MF,Union Berlin,Bundesliga,0.0,1999.0,2.1,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1820,Fabian Schär,SUI,DF,Newcastle Utd,Premier League,0.0,1991.0,3.9,3,0.77,2,0,0,0,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1821,Derry Scherhant,GER,"FW,MF",Freiburg,Bundesliga,0.0,2002.0,1.3,8,6.26,2,1,0,2,3,1,0.78,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1822,Patrik Schick,CZE,FW,Leverkusen,Bundesliga,0.0,1996.0,4.7,7,1.49,5,0,0,2,0,2,0.42,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1823,Stefan Schimmer,GER,"FW,MF",Heidenheim,Bundesliga,0.0,1994.0,0.4,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1824,Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,0.0,1997.0,2.1,8,3.79,8,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1825,Keven Schlotterbeck,GER,DF,Augsburg,Bundesliga,0.0,1997.0,3.5,3,0.86,2,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1826,Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,0.0,1999.0,3.0,6,2.0,4,0,0,1,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1827,Romano Schmid,AUT,"MF,FW",Werder Bremen,Bundesliga,0.0,2000.0,5.6,29,5.16,26,0,0,1,0,1,0.18,2,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1828,Isaac Schmidt,SUI,"DF,MF",Werder Bremen,Bundesliga,0.0,1999.0,1.2,7,5.83,4,2,1,0,0,1,0.83,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1829,Joël Schmied,SUI,DF,Köln,Bundesliga,0.0,1998.0,5.4,3,0.55,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1830,Jan Schöppner,GER,"MF,DF",Heidenheim,Bundesliga,0.0,1999.0,4.7,6,1.26,6,0,0,0,0,2,0.42,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1831,Marvin Schwäbe,GER,GK,Köln,Bundesliga,0.0,1995.0,6.0,2,0.33,1,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1832,Léo Scienza,BRA,"MF,FW",Heidenheim,Bundesliga,0.0,1998.0,2.0,5,2.5,3,1,0,0,1,1,0.5,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1833,Alex Scott,ENG,MF,Bournemouth,Premier League,0.0,2003.0,5.0,12,2.41,5,3,0,0,3,1,0.2,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1834,Sebastian Sebulonsen,NOR,DF,Köln,Bundesliga,0.0,2000.0,5.3,13,2.45,10,2,1,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1835,Jenson Seelt,NED,DF,Sunderland,Premier League,0.0,2003.0,1.5,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1836,Jenson Seelt,NED,DF,Wolfsburg,Bundesliga,0.0,2003.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1837,Alidu Seidu,GHA,DF,Rennes,Ligue 1,0.0,2000.0,3.2,6,1.87,5,0,1,0,0,1,0.31,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1838,Nicolas Seiwald,AUT,MF,RB Leipzig,Bundesliga,0.0,2001.0,5.2,7,1.34,6,0,0,0,1,1,0.19,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1839,Ayumu Seko,JPN,"MF,DF",Le Havre,Ligue 1,0.0,2000.0,6.2,5,0.8,5,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1840,Matz Sels,BEL,GK,Nott'ham Forest,Premier League,0.0,1992.0,7.0,1,0.14,0,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1841,Antoine Semenyo,GHA,"FW,MF",Bournemouth,Premier League,0.0,2000.0,7.0,30,4.29,21,3,4,1,0,5,0.71,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1842,Adrian Šemper,CRO,GK,Pisa,Serie A,0.0,1998.0,6.0,3,0.5,2,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1843,Marvin Senaya,TOG,DF,Auxerre,Ligue 1,0.0,2001.0,6.8,11,1.62,7,2,0,2,0,1,0.15,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1844,Marcos Senesi,ARG,DF,Bournemouth,Premier League,0.0,1997.0,6.9,14,2.04,12,0,0,1,0,3,0.44,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1845,Suat Serdar,GER,MF,Hellas Verona,Serie A,0.0,1997.0,5.7,18,3.15,17,0,1,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1846,Nicolás Serrano,ESP,FW,Athletic Club,La Liga,0.0,2003.0,1.3,3,2.31,1,2,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1847,Benjamin Šeško,SVN,FW,Manchester Utd,Premier League,0.0,2003.0,4.3,11,2.56,8,0,0,2,0,1,0.23,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1848,Ryan Sessegnon,ENG,DF,Fulham,Premier League,0.0,2000.0,5.3,11,2.08,9,0,0,1,0,1,0.19,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1849,Stephan El Shaarawy,ITA,"MF,FW",Roma,Serie A,0.0,1992.0,1.4,1,0.71,0,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1850,Luke Shaw,ENG,DF,Manchester Utd,Premier League,0.0,1995.0,6.7,4,0.6,3,0,0,1,0,1,0.15,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1851,Kwasi Sibo,GHA,MF,Oviedo,La Liga,0.0,1998.0,3.3,2,0.61,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1852,Djibril Sidibé,FRA,"DF,MF",Toulouse,Ligue 1,0.0,1992.0,4.5,9,2.0,9,0,0,0,0,1,0.22,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1853,Armindo Sieb,GER,"FW,MF",Mainz 05,Bundesliga,0.0,2003.0,2.6,5,1.9,5,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1854,Jamil Siebert,GER,DF,Lecce,Serie A,0.0,2002.0,0.9,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1855,Francisco Sierralta,CHI,DF,Auxerre,Ligue 1,0.0,1997.0,5.7,2,0.35,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1856,Tim Siersleben,GER,DF,Heidenheim,Bundesliga,0.0,2000.0,3.0,1,0.34,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1857,André Silva,POR,FW,Elche,La Liga,0.0,1995.0,4.0,8,1.98,6,0,1,0,1,1,0.25,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1858,Bernardo Silva,POR,MF,Manchester City,Premier League,0.0,1994.0,4.1,11,2.65,9,2,0,0,0,1,0.24,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1859,Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,0.0,1997.0,4.6,8,1.73,4,4,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1860,Fábio Silva,POR,FW,Dortmund,Bundesliga,0.0,2002.0,0.2,4,25.71,3,0,1,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1861,Jota Silva,POR,FW,Nott'ham Forest,Premier League,0.0,1999.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1862,Marco Silvestri,ITA,GK,Cremonese,Serie A,0.0,1991.0,2.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1863,Abdallah Sima,SEN,MF,Lens,Ligue 1,0.0,2001.0,0.6,3,5.0,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1864,Giovanni Simeone,ARG,FW,Torino,Serie A,0.0,1995.0,4.7,8,1.72,5,0,2,0,0,1,0.21,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1865,Giuliano Simeone,ARG,"MF,FW",Atlético Madrid,La Liga,0.0,2002.0,6.7,22,3.26,14,0,3,2,2,4,0.59,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1866,Moses Simon,NGA,"FW,MF",Paris FC,Ligue 1,0.0,1995.0,5.8,15,2.57,8,2,3,2,0,2,0.34,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1867,Unai Simón,ESP,GK,Athletic Club,La Liga,0.0,1997.0,8.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1868,Xavi Simons,NED,"FW,MF",Tottenham,Premier League,0.0,2003.0,2.8,6,2.16,5,1,0,0,0,1,0.36,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1869,Xavi Simons,NED,MF,RB Leipzig,Bundesliga,0.0,2003.0,1.0,3,3.0,2,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1870,Danel Sinani,LUX,MF,St. Pauli,Bundesliga,0.0,1997.0,5.8,27,4.66,21,3,1,2,0,3,0.52,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1871,Lassine Sinayoko,MLI,"FW,MF",Auxerre,Ligue 1,0.0,1999.0,6.3,17,2.7,15,0,1,1,0,1,0.16,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1872,Antonio Sivera,ESP,GK,Alavés,La Liga,0.0,1996.0,8.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1873,Telli Siwe,FRA,DF,Auxerre,Ligue 1,0.0,2004.0,2.5,1,0.4,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1874,Tim Skarke,GER,"MF,DF",Union Berlin,Bundesliga,0.0,1996.0,1.4,2,1.49,1,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1875,Ellyes Skhiri,TUN,MF,Eint Frankfurt,Bundesliga,0.0,1995.0,1.9,1,0.54,1,0,0,0,0,1,0.54,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1876,Leo Skiri Østigård,NOR,DF,Genoa,Serie A,0.0,1999.0,3.5,2,0.57,1,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1877,Łukasz Skorupski,POL,GK,Bologna,Serie A,0.0,1991.0,6.0,1,0.17,1,0,0,0,0,1,0.17,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1878,Andreas Skov Olsen,DEN,FW,Wolfsburg,Bundesliga,0.0,1999.0,3.5,11,3.18,10,0,1,0,0,1,0.29,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1879,Robert Skov,DEN,DF,Union Berlin,Bundesliga,0.0,1996.0,2.4,5,2.05,3,1,1,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1880,Adam Smith,ENG,DF,Bournemouth,Premier League,0.0,1991.0,2.3,4,1.76,3,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1881,Eric Smith,SWE,DF,St. Pauli,Bundesliga,0.0,1997.0,6.0,3,0.5,2,0,1,0,0,2,0.33,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1882,Emile Smith Rowe,ENG,MF,Fulham,Premier League,0.0,2000.0,1.5,2,1.37,1,0,0,1,0,1,0.69,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1883,Ivan Smolčić,CRO,DF,Como,Serie A,0.0,2000.0,2.9,4,1.38,3,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1884,Simon Sohm,SUI,MF,Fiorentina,Serie A,0.0,2001.0,2.7,7,2.64,7,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1885,Alex Sola,ESP,FW,Getafe,La Liga,0.0,1999.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1886,Dominic Solanke,ENG,FW,Tottenham,Premier League,0.0,1997.0,0.4,1,2.81,0,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1887,Carlos Soler,ESP,MF,Real Sociedad,La Liga,0.0,1997.0,2.4,6,2.51,5,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1888,Julio Soler,ARG,FW,Bournemouth,Premier League,0.0,2005.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1889,Oumar Solet,FRA,DF,Udinese,Serie A,0.0,2000.0,6.0,11,1.83,11,0,0,0,0,1,0.17,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1890,Jhon Solis,COL,MF,Girona,La Liga,0.0,2004.0,3.3,4,1.2,4,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1891,Manor Solomon,ISR,"MF,DF",Villarreal,La Liga,0.0,1999.0,1.1,3,2.65,2,1,0,0,0,1,0.88,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1892,Yann Sommer,SUI,GK,Inter,Serie A,0.0,1988.0,4.0,1,0.25,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1893,Oliver Sonne,PER,"DF,FW",Burnley,Premier League,0.0,2000.0,1.2,2,1.73,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1894,David Soria,ESP,GK,Getafe,La Liga,0.0,1993.0,8.0,3,0.37,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1895,Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,0.0,2003.0,6.0,23,3.86,15,8,0,0,0,2,0.34,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1896,Florian Sotoca,FRA,"MF,FW",Lens,Ligue 1,0.0,1990.0,0.3,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1897,Riccardo Sottil,ITA,FW,Lecce,Serie A,0.0,1999.0,2.7,5,1.84,3,1,1,0,0,2,0.73,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1898,Tomáš Souček,CZE,MF,West Ham,Premier League,0.0,1995.0,2.6,1,0.39,1,0,0,0,0,1,0.39,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1899,Matìas Soulé,ARG,"MF,FW",Roma,Serie A,0.0,2003.0,5.4,29,5.38,18,6,0,1,4,3,0.56,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1900,Aboubaka Soumahoro,FRA,DF,Hamburger SV,Bundesliga,0.0,2005.0,0.5,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1901,Sambou Soumano,SEN,FW,Lorient,Ligue 1,0.0,2001.0,3.3,9,2.72,2,0,2,4,1,3,0.91,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1902,Issa Soumaré,SEN,"FW,MF",Le Havre,Ligue 1,0.0,2000.0,7.0,24,3.43,10,0,1,1,10,2,0.29,2,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1903,Vinicius Souza,BRA,MF,Wolfsburg,Bundesliga,0.0,1999.0,5.1,11,2.14,9,0,0,0,0,1,0.19,2,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1904,Djibril Sow,SUI,MF,Sevilla,La Liga,0.0,1997.0,2.8,6,2.16,5,1,0,0,0,1,0.36,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1905,Djed Spence,ENG,DF,Tottenham,Premier League,0.0,2000.0,4.5,7,1.56,6,0,1,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
