rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,tackles,tackles_won,tackles_def_third,tackles_mid_third,tackles_att_third,tackle_attempts,tackle_pct,tackles_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_plus_interceptions,clearances,errors,touches_def_third,touches_mid_third,touches_att_third,passes_attempted,aerials_lost,passes_blocks,shot_creating_actions_shot,season,table_type,processed_at
1186,Unai López,ESP,MF,Rayo Vallecano,La Liga,0.0,1995.0,5.0,11,5,0,0,0,0,53.3,0,0,0,1,8,19,4,1,5,6,0,15,7,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1187,Lorran,BRA,MF,Pisa,Serie A,0.0,2006.0,0.1,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1188,Iker Losada,ESP,"MF,FW",Levante,La Liga,0.0,2001.0,0.4,0,0,0,0,0,0,0.0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1189,Tom Louchet,FRA,"DF,MF",Nice,Ligue 1,0.0,2003.0,3.4,9,4,0,0,0,0,66.7,0,0,0,3,3,12,11,0,3,4,2,6,2,6,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1190,Marius Louer,FRA,DF,Angers,Ligue 1,0.0,2007.0,0.1,0,0,0,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1191,Sandi Lovrić,SVN,MF,Udinese,Serie A,0.0,1998.0,0.8,3,1,0,0,0,0,33.3,0,0,0,0,2,5,0,0,0,3,0,3,2,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1192,Pol Lozano,ESP,MF,Espanyol,La Liga,0.0,1999.0,6.5,8,5,0,0,0,0,18.8,0,0,0,3,4,12,6,0,1,7,0,16,13,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1193,Sergio Lozano,ESP,MF,Levante,La Liga,0.0,1999.0,0.1,2,1,0,0,0,0,100.0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1194,Lorenzo Lucca,ITA,FW,Napoli,Serie A,0.0,2000.0,2.4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1195,Jhon Lucumí,COL,DF,Bologna,Serie A,0.0,1998.0,4.6,8,5,0,0,0,0,77.8,0,0,0,0,3,11,18,2,6,2,0,9,2,3,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1196,Oier Luengo,ESP,DF,Oviedo,La Liga,0.0,1997.0,1.5,5,4,0,0,0,0,100.0,0,0,0,1,1,6,3,0,5,0,0,3,0,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1197,Florentino Luís,POR,MF,Burnley,Premier League,0.0,1999.0,3.3,18,8,0,0,0,0,57.1,0,0,0,7,6,24,7,0,8,7,3,14,6,9,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1198,José Luis Gayà,ESP,DF,Valencia,La Liga,0.0,1995.0,4.7,12,5,0,0,0,0,80.0,0,0,0,2,5,17,17,1,9,3,0,10,2,5,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1199,José Luis Morales,ESP,"MF,FW",Levante,La Liga,0.0,1987.0,2.3,5,2,0,0,0,0,80.0,0,0,0,0,2,7,1,0,4,1,0,5,1,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1200,Douglas Luiz,BRA,MF,Nott'ham Forest,Premier League,0.0,1998.0,0.8,1,1,0,0,0,0,100.0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1201,Castello Lukeba,FRA,DF,RB Leipzig,Bundesliga,0.0,2002.0,6.0,8,3,0,0,0,0,75.0,0,0,0,7,11,19,31,2,5,3,0,4,1,15,8,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1202,Dodi Lukebakio,BEL,"FW,MF",Sevilla,La Liga,0.0,1997.0,2.0,0,0,0,0,0,0,0.0,0,0,0,2,1,1,0,0,0,0,0,1,1,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1203,Saša Lukić,SRB,MF,Fulham,Premier League,0.0,1996.0,6.1,14,7,0,0,0,0,83.3,0,0,0,8,6,20,8,2,9,4,1,6,1,11,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1204,Kristoffer Lund,USA,DF,Köln,Bundesliga,0.0,2002.0,3.5,3,3,0,0,0,0,50.0,0,0,0,1,2,5,21,0,2,1,0,2,1,3,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1205,Sebastiano Luperto,ITA,DF,Cagliari,Serie A,0.0,1996.0,5.0,3,3,0,0,0,0,50.0,0,0,0,1,4,7,19,0,3,0,0,2,1,4,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1206,Mateus Lusuardi,BRA,DF,Pisa,Serie A,0.0,2004.0,2.2,2,2,0,0,0,0,0.0,0,0,0,0,0,2,12,0,2,0,0,3,3,5,5,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1207,Zito Luvumbo,ANG,"MF,DF",Cagliari,Serie A,0.0,2002.0,0.9,0,0,0,0,0,0,0.0,0,0,0,1,1,1,1,0,0,0,0,2,2,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1208,Charalampos Lykogiannis,GRE,DF,Bologna,Serie A,0.0,1993.0,2.6,4,3,0,0,0,0,60.0,0,0,0,0,0,4,8,0,1,3,0,5,2,1,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1209,Senne Lynen,BEL,MF,Werder Bremen,Bundesliga,0.0,1999.0,5.8,10,3,0,0,0,0,35.3,0,0,0,11,12,22,16,1,7,3,0,17,11,13,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1210,Mathias Løvik,NOR,DF,Parma,Serie A,0.0,2003.0,3.4,4,3,0,0,0,0,40.0,0,0,0,4,3,7,6,0,1,3,0,5,3,4,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1211,Ian Maatsen,NED,DF,Aston Villa,Premier League,0.0,2002.0,1.6,2,2,0,0,0,0,100.0,0,0,0,0,1,3,9,0,1,0,1,2,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1212,Alexis Mac Allister,ARG,MF,Liverpool,Premier League,0.0,1998.0,4.3,7,4,0,0,0,0,44.4,0,0,0,7,5,12,4,0,2,2,3,9,5,7,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1213,Deiver Machado,COL,DF,Lens,Ligue 1,0.0,1993.0,2.3,1,0,0,0,0,0,50.0,0,0,0,1,3,4,4,0,0,1,0,2,1,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1214,Koki Machida,JPN,DF,Hoffenheim,Bundesliga,0.0,1997.0,0.5,1,0,0,0,0,0,0.0,0,0,0,0,1,2,2,0,1,0,0,1,1,1,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1215,Lanroy Machine,FRA,"FW,MF",Angers,Ligue 1,0.0,2005.0,1.2,3,1,0,0,0,0,25.0,0,0,0,2,0,3,1,0,1,2,0,4,3,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1216,Shuto Machino,JPN,FW,Gladbach,Bundesliga,0.0,1999.0,3.6,3,0,0,0,0,0,66.7,0,0,0,0,1,4,5,0,1,1,1,3,1,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1217,Brian Madjo,LUX,FW,Metz,Ligue 1,0.0,2009.0,1.7,0,0,0,0,0,0,0.0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1218,Noni Madueke,ENG,FW,Arsenal,Premier League,0.0,2002.0,3.4,3,2,0,0,0,0,33.3,0,0,0,2,1,4,0,0,0,1,2,9,6,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1219,Pablo Maffeo,ESP,DF,Mallorca,La Liga,0.0,1997.0,3.3,13,5,0,0,0,0,58.3,0,0,0,4,6,19,17,0,10,3,0,12,5,6,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1220,Gabriel Magalhães,BRA,DF,Arsenal,Premier League,0.0,1997.0,7.0,10,6,0,0,0,0,57.1,0,0,0,3,8,18,39,0,7,3,0,7,3,12,9,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1221,Soungoutou Magassa,FRA,MF,West Ham,Premier League,0.0,2003.0,1.8,5,2,0,0,0,0,50.0,0,0,0,3,1,6,5,0,4,0,1,6,3,6,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1222,Hugo Magnetti,FRA,MF,Brest,Ligue 1,0.0,1998.0,5.8,16,11,0,0,0,0,56.3,0,0,0,5,7,23,6,1,9,6,1,16,7,5,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1223,Frank Magri,CMR,FW,Toulouse,Ligue 1,0.0,1999.0,6.3,3,1,0,0,0,0,25.0,0,0,0,3,3,6,6,0,0,2,1,4,3,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1224,Harry Maguire,ENG,DF,Manchester Utd,Premier League,0.0,1993.0,2.0,1,1,0,0,0,0,100.0,0,0,0,0,2,3,10,1,0,1,0,1,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1225,Arne Maier,GER,DF,Augsburg,Bundesliga,0.0,1999.0,0.0,1,1,0,0,0,0,100.0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1226,Mike Maignan,FRA,GK,Milan,Serie A,0.0,1995.0,4.6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1227,Linton Maina,GER,"DF,FW",Köln,Bundesliga,0.0,1999.0,1.3,0,0,0,0,0,0,0.0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1228,Patrick Mainka,GER,DF,Heidenheim,Bundesliga,0.0,1994.0,6.0,7,3,0,0,0,0,60.0,0,0,0,3,10,17,35,0,5,1,1,5,2,12,9,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1229,Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,0.0,2005.0,1.3,5,3,0,0,0,0,100.0,0,0,0,0,0,5,1,0,0,4,1,1,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1230,Ainsley Maitland-Niles,ENG,DF,Lyon,Ligue 1,0.0,1997.0,7.0,18,14,0,0,0,0,63.2,0,0,0,10,13,31,17,0,13,4,1,19,7,12,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1231,Radosław Majecki,POL,GK,Brest,Ligue 1,0.0,1999.0,4.6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1232,Lovro Majer,CRO,MF,Wolfsburg,Bundesliga,0.0,1998.0,3.2,3,1,0,0,0,0,50.0,0,0,0,2,1,4,6,0,2,0,1,4,2,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1233,Hamidou Makalou,MLI,"MF,FW",Brest,Ligue 1,0.0,2006.0,1.4,1,1,0,0,0,0,100.0,0,0,0,1,1,2,1,0,0,0,1,1,0,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1234,Jean-Victor Makengo,FRA,MF,Lorient,Ligue 1,0.0,1998.0,2.2,3,1,0,0,0,0,50.0,0,0,0,1,2,5,0,0,0,2,1,2,1,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1235,Jordy Makengo,FRA,DF,Freiburg,Bundesliga,0.0,2001.0,3.1,4,3,0,0,0,0,100.0,0,0,0,2,2,6,4,0,2,1,1,3,0,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1236,Andrija Maksimović,SRB,FW,RB Leipzig,Bundesliga,0.0,2007.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1237,Said El Mala,GER,"FW,DF",Köln,Bundesliga,0.0,2006.0,2.4,2,2,0,0,0,0,0.0,0,0,0,4,2,4,0,0,1,0,1,2,2,4,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1238,Julián Malatini,ARG,DF,Werder Bremen,Bundesliga,0.0,2001.0,1.0,4,0,0,0,0,0,50.0,0,0,0,0,0,4,6,0,4,0,0,4,2,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1239,Daniel Maldini,ITA,MF,Atalanta,Serie A,0.0,2001.0,1.9,1,1,0,0,0,0,0.0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1240,Donyell Malen,NED,FW,Aston Villa,Premier League,0.0,1999.0,2.6,2,2,0,0,0,0,50.0,0,0,0,2,0,2,3,0,0,1,1,2,1,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1241,Ruslan Malinovskyi,UKR,MF,Genoa,Serie A,0.0,1993.0,3.2,2,2,0,0,0,0,33.3,0,0,0,2,3,5,3,0,1,0,1,3,2,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1242,Lennard Maloney,USA,MF,Mainz 05,Bundesliga,0.0,1999.0,0.5,1,1,0,0,0,0,0.0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1243,Giorgi Mamardashvili,GEO,GK,Liverpool,Premier League,0.0,2000.0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1244,Felix Mambimbi,SUI,"MF,FW",Le Havre,Ligue 1,0.0,2001.0,1.4,3,1,0,0,0,0,50.0,0,0,0,1,2,5,2,0,1,1,1,2,1,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1245,Gianluca Mancini,ITA,DF,Roma,Serie A,0.0,1996.0,6.0,13,4,0,0,0,0,60.0,0,0,0,2,9,22,30,2,5,8,0,10,4,5,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1246,Reinildo Mandava,MOZ,DF,Sunderland,Premier League,0.0,1994.0,4.4,11,6,0,0,0,0,90.0,0,0,0,1,6,17,22,0,7,3,1,10,1,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1247,Aïssa Mandi,ALG,DF,Lille,Ligue 1,0.0,1991.0,4.1,7,5,0,0,0,0,62.5,0,0,0,0,6,13,7,0,1,4,2,8,3,3,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1248,Rolando Mandragora,ITA,MF,Fiorentina,Serie A,0.0,1997.0,4.7,14,6,0,0,0,0,63.6,0,0,0,4,3,17,9,0,6,4,4,11,4,5,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1249,Filippo Mane,ITA,DF,Dortmund,Bundesliga,0.0,2005.0,0.9,0,0,0,0,0,0,0.0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1250,Johan Manzambi,SUI,MF,Freiburg,Bundesliga,0.0,2005.0,3.4,2,0,0,0,0,0,0.0,0,0,0,3,3,5,4,1,1,1,0,1,1,4,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1251,Sekou Mara,FRA,FW,Auxerre,Ligue 1,0.0,2002.0,2.9,3,2,0,0,0,0,100.0,0,0,0,3,0,3,0,0,0,0,3,1,0,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1252,Alessandro Marcandalli,ITA,DF,Genoa,Serie A,0.0,2002.0,2.0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,9,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1253,Marcão,BRA,DF,Sevilla,La Liga,0.0,1996.0,4.2,3,1,0,0,0,0,20.0,0,0,0,3,2,5,24,0,0,2,1,5,4,5,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1254,Vincent Marchetti,FRA,MF,Paris FC,Ligue 1,0.0,1997.0,2.7,1,1,0,0,0,0,100.0,0,0,0,1,3,4,7,0,1,0,0,1,0,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1255,Pablo Marí,ESP,DF,Fiorentina,Serie A,0.0,1993.0,2.1,3,1,0,0,0,0,100.0,0,0,0,1,7,10,12,0,3,0,0,1,0,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1256,Mariano,DOM,FW,Alavés,La Liga,0.0,1993.0,2.5,3,1,0,0,0,0,100.0,0,0,0,0,0,3,2,0,1,1,1,1,0,1,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1257,Luca Marianucci,ITA,DF,Napoli,Serie A,0.0,2004.0,1.0,2,1,0,0,0,0,66.7,0,0,0,0,1,3,1,0,0,0,2,3,1,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1258,Rafa Marín,ESP,DF,Villarreal,La Liga,0.0,2002.0,7.0,17,10,0,0,0,0,78.9,0,0,0,2,5,22,37,1,13,4,0,19,4,6,4,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1259,Marius Marin,ROU,MF,Pisa,Serie A,0.0,1998.0,4.4,14,10,0,0,0,0,33.3,0,0,0,1,4,18,6,1,7,7,0,9,6,3,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1260,Pablo Marín,ESP,MF,Real Sociedad,La Liga,0.0,2003.0,5.1,5,4,0,0,0,0,40.0,0,0,0,0,0,5,6,0,3,2,0,5,3,1,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1261,João Mário Lopes,POR,DF,Juventus,Serie A,0.0,2000.0,2.4,4,3,0,0,0,0,100.0,0,0,0,1,2,6,1,0,2,2,0,1,0,3,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1262,Guillermo Maripán,CHI,DF,Torino,Serie A,0.0,1994.0,4.5,6,2,0,0,0,0,62.5,0,0,0,2,9,15,37,0,3,2,1,8,3,9,7,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1263,Omar Marmoush,EGY,"FW,MF",Manchester City,Premier League,0.0,1999.0,1.7,3,3,0,0,0,0,0.0,0,0,0,1,1,4,1,0,0,3,0,1,1,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1264,Marquinhos,BRA,DF,Paris S-G,Ligue 1,0.0,1994.0,2.0,6,6,0,0,0,0,100.0,0,0,0,0,0,6,3,0,1,5,0,6,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1265,Callum Marshall,NIR,FW,West Ham,Premier League,0.0,2004.0,0.3,0,0,0,0,0,0,0.0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1266,Eric Martel,GER,"MF,DF",Köln,Bundesliga,0.0,2002.0,5.6,8,6,0,0,0,0,55.6,0,0,0,3,10,18,32,0,2,6,0,9,4,11,8,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1267,Aarón Martín,ESP,DF,Genoa,Serie A,0.0,1997.0,4.9,10,7,0,0,0,0,100.0,0,0,0,1,2,12,9,0,5,4,1,3,0,4,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1268,Gerard Martín,ESP,DF,Barcelona,La Liga,0.0,2002.0,4.0,10,6,0,0,0,0,85.7,0,0,0,5,5,15,13,0,7,2,1,7,1,5,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1269,Iván Martín,ESP,MF,Girona,La Liga,0.0,1999.0,6.0,12,9,0,0,0,0,50.0,0,0,0,0,3,15,3,1,7,5,0,10,5,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1270,Jon Martin,ESP,DF,Real Sociedad,La Liga,0.0,2006.0,1.0,1,0,0,0,0,0,0.0,0,0,0,0,1,2,8,0,1,0,0,0,0,4,4,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1271,Mario Martín,ESP,MF,Getafe,La Liga,0.0,2004.0,5.7,14,10,0,0,0,0,66.7,0,0,0,7,2,16,8,0,6,7,1,12,4,8,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1272,Gabriel Martinelli,BRA,FW,Arsenal,Premier League,0.0,2001.0,2.1,2,2,0,0,0,0,50.0,0,0,0,2,0,2,2,0,0,2,0,2,1,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1273,Arnau Martinez,ESP,DF,Girona,La Liga,0.0,2003.0,3.9,8,3,0,0,0,0,75.0,0,0,0,4,3,11,15,0,6,1,1,8,2,5,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1274,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,0.0,1992.0,5.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1275,Josep Martinez,ESP,GK,Inter,Serie A,0.0,1998.0,2.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1276,Lautaro Martínez,ARG,FW,Inter,Serie A,0.0,1997.0,4.7,6,2,0,0,0,0,50.0,0,0,0,3,0,6,3,1,1,1,4,4,2,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1277,Pablo Martínez,ESP,MF,Levante,La Liga,0.0,1998.0,4.7,8,4,0,0,0,0,50.0,0,0,0,2,5,13,13,0,1,6,1,6,3,7,5,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1278,Ramón Martínez,ESP,DF,Sevilla,La Liga,0.0,2002.0,0.2,0,0,0,0,0,0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1279,Toni Martínez,ESP,FW,Alavés,La Liga,0.0,1997.0,5.5,5,2,0,0,0,0,0.0,0,0,0,1,2,7,4,0,1,2,2,2,2,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1280,Adam Marušić,MNE,DF,Lazio,Serie A,0.0,1992.0,3.6,3,3,0,0,0,0,100.0,0,0,0,2,3,6,5,0,2,1,0,1,0,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1281,Omar Mascarell,EQG,MF,Mallorca,La Liga,0.0,1993.0,1.7,6,3,0,0,0,0,66.7,0,0,0,1,2,8,2,1,3,3,0,3,1,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1282,Adam Masina,MAR,DF,Torino,Serie A,0.0,1994.0,1.2,3,1,0,0,0,0,100.0,0,0,0,0,1,4,3,1,2,1,0,1,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1283,Patrizio Masini,ITA,MF,Genoa,Serie A,0.0,2001.0,5.8,24,15,0,0,0,0,91.7,0,0,0,9,8,32,11,0,7,10,7,12,1,12,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1284,Han-Noah Massengo,FRA,MF,Augsburg,Bundesliga,0.0,2001.0,5.8,11,7,0,0,0,0,77.8,0,0,0,3,8,19,14,0,5,4,2,9,2,5,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1285,Franco Mastantuono,ARG,"FW,DF",Real Madrid,La Liga,0.0,2007.0,4.5,11,8,0,0,0,0,43.8,0,0,0,7,0,11,1,1,3,4,4,16,9,7,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1286,Arthur Masuaku,COD,"DF,MF",Sunderland,Premier League,0.0,1993.0,1.4,4,2,0,0,0,0,50.0,0,0,0,1,2,6,7,0,3,1,0,6,3,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1287,Clinton Mata,ANG,DF,Lyon,Ligue 1,0.0,1992.0,6.9,9,3,0,0,0,0,62.5,0,0,0,2,4,13,27,0,4,5,0,8,3,14,12,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1288,Igor Matanovic,CRO,FW,Freiburg,Bundesliga,0.0,2003.0,0.6,2,1,0,0,0,0,50.0,0,0,0,0,1,3,1,0,0,2,0,2,1,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1289,Pape Matar Sarr,SEN,MF,Tottenham,Premier League,0.0,2002.0,4.2,6,4,0,0,0,0,33.3,0,0,0,2,3,9,9,0,0,3,3,3,2,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1290,Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,0.0,1997.0,6.7,1,1,0,0,0,0,0.0,0,0,0,2,4,5,15,1,1,0,0,5,5,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1291,Nemanja Matić,SRB,MF,Sassuolo,Serie A,0.0,1988.0,4.9,6,4,0,0,0,0,28.6,0,0,0,2,3,9,14,0,3,1,2,7,5,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1292,Rudy Matondo,FRA,MF,Auxerre,Ligue 1,0.0,2008.0,0.6,2,2,0,0,0,0,50.0,0,0,0,0,2,4,0,0,1,0,1,2,1,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1293,Chrislain Matsima,FRA,DF,Augsburg,Bundesliga,0.0,2002.0,6.0,4,2,0,0,0,0,60.0,0,0,0,4,15,19,26,1,3,1,0,5,2,12,8,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1294,Jean Mattéo Bahoya,FRA,FW,Eint Frankfurt,Bundesliga,0.0,2005.0,3.9,9,3,0,0,0,0,83.3,0,0,0,9,4,13,4,0,3,3,3,6,1,9,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1295,Konstantinos Mavropanos,GRE,DF,West Ham,Premier League,0.0,1997.0,5.0,2,1,0,0,0,0,0.0,0,0,0,2,7,9,42,0,2,0,0,2,2,6,4,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1296,Christian Mawissa,FRA,DF,Monaco,Ligue 1,0.0,2005.0,4.0,4,3,0,0,0,0,42.9,0,0,0,0,6,10,23,0,1,3,0,7,4,4,4,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1297,Keke Maximilian Topp,GER,FW,Werder Bremen,Bundesliga,0.0,2004.0,0.6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1298,Eliezer Mayenda,ESP,FW,Sunderland,Premier League,0.0,2005.0,2.7,1,0,0,0,0,0,50.0,0,0,0,2,0,1,1,0,1,0,0,2,1,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1299,Borja Mayoral,ESP,FW,Getafe,La Liga,0.0,1997.0,4.2,3,2,0,0,0,0,100.0,0,0,0,0,2,5,2,0,0,2,1,2,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1300,Senny Mayulu,FRA,MF,Paris S-G,Ligue 1,0.0,2006.0,1.9,11,7,0,0,0,0,66.7,0,0,0,0,0,11,1,0,2,5,4,3,1,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1301,Ibrahim Maza,ALG,"MF,DF",Leverkusen,Bundesliga,0.0,2005.0,2.4,3,1,0,0,0,0,0.0,0,0,0,4,1,4,0,0,0,3,0,1,1,4,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1302,Noussair Mazraoui,MAR,DF,Manchester Utd,Premier League,0.0,1997.0,1.5,8,5,0,0,0,0,100.0,0,0,0,3,2,10,5,0,3,4,1,5,0,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
