rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,passes_attempted,passes_live,passes_dead,passes_free_kick,passes_through_ball,passes_switched,passes_crosses,passes_throw_in,passes_corner_kick,passes_in,passes_out,passes_straight,passes_completed,passes_offsides,passes_blocks,season,table_type,processed_at
1173,Ruben Loftus-Cheek,ENG,MF,Milan,Serie A,0.0,1996.0,3.3,107,106,1,1,0,0,4,0,0,0,0,0,91,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1174,Sean Longstaff,ENG,MF,Leeds United,Premier League,0.0,1997.0,5.3,212,184,27,11,0,0,17,0,11,4,6,1,179,1,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1175,Ademola Lookman,NGA,FW,Atalanta,Serie A,0.0,1997.0,0.8,22,17,5,1,0,0,2,0,2,1,0,0,18,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1176,Anthony Lopes,POR,GK,Nantes,Ligue 1,0.0,1990.0,7.0,306,255,51,23,0,0,0,1,0,0,0,0,255,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1177,David López,ESP,DF,Mallorca,La Liga,0.0,2003.0,0.7,19,19,0,0,0,0,0,0,0,0,0,0,16,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1178,David López,ESP,DF,Girona,La Liga,0.0,1989.0,2.2,173,164,9,2,0,2,0,0,0,0,0,0,152,0,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1179,Diego López,ESP,"MF,FW",Valencia,La Liga,0.0,2002.0,6.3,142,137,4,1,0,0,13,2,0,0,0,0,97,1,6,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1180,Fer López,ESP,"MF,FW",Wolves,Premier League,0.0,2004.0,1.2,59,52,7,1,3,0,2,1,2,1,0,0,46,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1181,Fermin López,ESP,"MF,FW",Barcelona,La Liga,0.0,2003.0,2.2,109,107,0,0,1,0,4,0,0,0,0,0,88,2,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1182,Javi López,ESP,DF,Oviedo,La Liga,0.0,2002.0,0.7,29,22,6,0,0,1,2,6,0,0,0,0,22,1,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1183,Julien López,ALG,"FW,MF",Paris FC,Ligue 1,0.0,1992.0,0.3,8,8,0,0,0,0,1,0,0,0,0,0,5,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1184,Maxime Lopez,FRA,MF,Paris FC,Ligue 1,0.0,1997.0,7.0,630,599,30,14,2,2,28,4,12,8,2,0,562,1,7,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1185,Pau López,ESP,GK,Betis,La Liga,0.0,1994.0,5.0,167,116,49,13,0,1,0,0,0,0,0,0,116,2,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1186,Unai López,ESP,MF,Rayo Vallecano,La Liga,0.0,1995.0,5.0,326,303,21,14,0,2,12,1,6,1,4,0,276,2,6,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1187,Lorran,BRA,MF,Pisa,Serie A,0.0,2006.0,0.1,9,8,1,0,0,0,0,0,0,0,0,0,7,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1188,Iker Losada,ESP,"MF,FW",Levante,La Liga,0.0,2001.0,0.4,19,18,1,0,0,0,0,0,0,0,0,0,12,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1189,Tom Louchet,FRA,"DF,MF",Nice,Ligue 1,0.0,2003.0,3.4,142,125,17,3,1,0,14,10,3,3,0,0,110,0,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1190,Marius Louer,FRA,DF,Angers,Ligue 1,0.0,2007.0,0.1,13,11,2,1,0,0,2,1,0,0,0,0,11,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1191,Sandi Lovrić,SVN,MF,Udinese,Serie A,0.0,1998.0,0.8,58,51,7,1,1,0,7,1,5,1,3,0,47,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1192,Pol Lozano,ESP,MF,Espanyol,La Liga,0.0,1999.0,6.5,251,239,11,8,2,2,4,3,0,0,0,0,210,1,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1193,Sergio Lozano,ESP,MF,Levante,La Liga,0.0,1999.0,0.1,7,6,1,1,0,0,0,0,0,0,0,0,7,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1194,Lorenzo Lucca,ITA,FW,Napoli,Serie A,0.0,2000.0,2.4,45,40,5,0,0,0,0,1,0,0,0,0,37,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1195,Jhon Lucumí,COL,DF,Bologna,Serie A,0.0,1998.0,4.6,316,301,15,12,0,2,0,1,0,0,0,0,278,0,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1196,Oier Luengo,ESP,DF,Oviedo,La Liga,0.0,1997.0,1.5,50,48,2,1,0,1,0,1,0,0,0,0,42,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1197,Florentino Luís,POR,MF,Burnley,Premier League,0.0,1999.0,3.3,133,131,2,1,0,3,1,0,0,0,0,0,117,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1198,José Luis Gayà,ESP,DF,Valencia,La Liga,0.0,1995.0,4.7,204,176,28,3,1,1,12,25,0,0,0,0,160,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1199,José Luis Morales,ESP,"MF,FW",Levante,La Liga,0.0,1987.0,2.3,56,55,1,0,0,0,4,0,0,0,0,0,40,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1200,Douglas Luiz,BRA,MF,Nott'ham Forest,Premier League,0.0,1998.0,0.8,60,54,6,2,0,0,4,0,4,3,0,0,50,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1201,Castello Lukeba,FRA,DF,RB Leipzig,Bundesliga,0.0,2002.0,6.0,382,344,38,14,1,2,2,0,0,0,0,0,332,0,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1202,Dodi Lukebakio,BEL,"FW,MF",Sevilla,La Liga,0.0,1997.0,2.0,84,76,7,4,1,0,10,1,2,2,0,0,68,1,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1203,Saša Lukić,SRB,MF,Fulham,Premier League,0.0,1996.0,6.1,234,187,46,12,1,1,30,0,20,14,5,0,191,1,5,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1204,Kristoffer Lund,USA,DF,Köln,Bundesliga,0.0,2002.0,3.5,144,117,27,4,0,1,4,23,0,0,0,0,106,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1205,Sebastiano Luperto,ITA,DF,Cagliari,Serie A,0.0,1996.0,5.0,190,157,33,10,0,0,0,0,0,0,0,0,170,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1206,Mateus Lusuardi,BRA,DF,Pisa,Serie A,0.0,2004.0,2.2,80,74,6,0,0,0,1,0,0,0,0,0,65,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1207,Zito Luvumbo,ANG,"MF,DF",Cagliari,Serie A,0.0,2002.0,0.9,14,13,1,0,0,0,2,0,0,0,0,0,11,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1208,Charalampos Lykogiannis,GRE,DF,Bologna,Serie A,0.0,1993.0,2.6,131,92,38,7,0,1,17,23,8,1,5,0,84,1,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1209,Senne Lynen,BEL,MF,Werder Bremen,Bundesliga,0.0,1999.0,5.8,263,253,9,8,0,1,1,1,0,0,0,0,228,1,5,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1210,Mathias Løvik,NOR,DF,Parma,Serie A,0.0,2003.0,3.4,108,91,17,0,0,0,8,17,0,0,0,0,82,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1211,Ian Maatsen,NED,DF,Aston Villa,Premier League,0.0,2002.0,1.6,137,119,18,1,0,0,14,14,3,0,3,0,113,0,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1212,Alexis Mac Allister,ARG,MF,Liverpool,Premier League,0.0,1998.0,4.3,231,221,9,4,0,1,3,0,0,0,0,0,194,1,5,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1213,Deiver Machado,COL,DF,Lens,Ligue 1,0.0,1993.0,2.3,96,77,19,1,0,1,4,18,0,0,0,0,78,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1214,Koki Machida,JPN,DF,Hoffenheim,Bundesliga,0.0,1997.0,0.5,36,36,0,0,0,0,0,0,0,0,0,0,32,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1215,Lanroy Machine,FRA,"FW,MF",Angers,Ligue 1,0.0,2005.0,1.2,19,18,0,0,0,0,2,0,0,0,0,0,12,1,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1216,Shuto Machino,JPN,FW,Gladbach,Bundesliga,0.0,1999.0,3.6,77,62,15,0,0,0,1,10,0,0,0,0,49,0,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1217,Brian Madjo,LUX,FW,Metz,Ligue 1,0.0,2009.0,1.7,15,14,1,0,0,0,0,0,0,0,0,0,8,0,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1218,Noni Madueke,ENG,FW,Arsenal,Premier League,0.0,2002.0,3.4,122,110,11,0,0,0,26,1,10,10,0,0,73,1,6,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1219,Pablo Maffeo,ESP,DF,Mallorca,La Liga,0.0,1997.0,3.3,135,110,25,1,0,0,10,24,0,0,0,0,99,0,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1220,Gabriel Magalhães,BRA,DF,Arsenal,Premier League,0.0,1997.0,7.0,418,395,22,10,1,2,0,0,0,0,0,0,376,1,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1221,Soungoutou Magassa,FRA,MF,West Ham,Premier League,0.0,2003.0,1.8,67,66,1,0,0,1,0,1,0,0,0,0,56,0,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1222,Hugo Magnetti,FRA,MF,Brest,Ligue 1,0.0,1998.0,5.8,209,201,8,5,0,1,1,2,0,0,0,0,176,0,7,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1223,Frank Magri,CMR,FW,Toulouse,Ligue 1,0.0,1999.0,6.3,94,87,6,0,1,0,4,0,0,0,0,0,67,1,5,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1224,Harry Maguire,ENG,DF,Manchester Utd,Premier League,0.0,1993.0,2.0,109,107,2,1,0,0,0,0,0,0,0,0,91,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1225,Arne Maier,GER,DF,Augsburg,Bundesliga,0.0,1999.0,0.0,8,6,2,0,0,0,1,2,0,0,0,0,5,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1226,Mike Maignan,FRA,GK,Milan,Serie A,0.0,1995.0,4.6,177,150,26,9,0,0,0,0,0,0,0,0,139,1,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1227,Linton Maina,GER,"DF,FW",Köln,Bundesliga,0.0,1999.0,1.3,51,50,1,0,0,0,4,1,0,0,0,0,43,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1228,Patrick Mainka,GER,DF,Heidenheim,Bundesliga,0.0,1994.0,6.0,238,229,8,6,0,0,0,2,0,0,0,0,208,1,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1229,Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,0.0,2005.0,1.3,72,67,5,4,1,0,2,0,1,0,0,0,62,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1230,Ainsley Maitland-Niles,ENG,DF,Lyon,Ligue 1,0.0,1997.0,7.0,336,293,43,8,0,1,10,35,0,0,0,0,285,0,5,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1231,Radosław Majecki,POL,GK,Brest,Ligue 1,0.0,1999.0,4.6,163,109,54,19,0,1,0,0,0,0,0,0,99,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1232,Lovro Majer,CRO,MF,Wolfsburg,Bundesliga,0.0,1998.0,3.2,109,108,1,0,2,0,4,0,1,1,0,0,85,0,5,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1233,Hamidou Makalou,MLI,"MF,FW",Brest,Ligue 1,0.0,2006.0,1.4,50,45,5,0,1,0,5,0,5,3,2,0,33,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1234,Jean-Victor Makengo,FRA,MF,Lorient,Ligue 1,0.0,1998.0,2.2,71,70,1,1,0,0,1,0,0,0,0,0,60,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1235,Jordy Makengo,FRA,DF,Freiburg,Bundesliga,0.0,2001.0,3.1,145,134,11,2,0,0,11,9,0,0,0,0,107,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1236,Andrija Maksimović,SRB,FW,RB Leipzig,Bundesliga,0.0,2007.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1237,Said El Mala,GER,"FW,DF",Köln,Bundesliga,0.0,2006.0,2.4,60,55,5,0,0,0,6,4,0,0,0,0,38,0,6,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1238,Julián Malatini,ARG,DF,Werder Bremen,Bundesliga,0.0,2001.0,1.0,34,28,6,1,0,0,1,5,0,0,0,0,23,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1239,Daniel Maldini,ITA,MF,Atalanta,Serie A,0.0,2001.0,1.9,57,53,3,2,0,0,3,0,0,0,0,0,41,1,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1240,Donyell Malen,NED,FW,Aston Villa,Premier League,0.0,1999.0,2.6,54,47,5,0,0,0,2,0,3,0,0,0,41,2,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1241,Ruslan Malinovskyi,UKR,MF,Genoa,Serie A,0.0,1993.0,3.2,134,112,21,5,1,7,8,3,5,1,4,0,108,1,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1242,Lennard Maloney,USA,MF,Mainz 05,Bundesliga,0.0,1999.0,0.5,23,23,0,0,0,0,2,0,0,0,0,0,15,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1243,Giorgi Mamardashvili,GEO,GK,Liverpool,Premier League,0.0,2000.0,1.0,52,44,8,2,0,0,0,0,0,0,0,0,42,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1244,Felix Mambimbi,SUI,"MF,FW",Le Havre,Ligue 1,0.0,2001.0,1.4,26,24,0,0,0,0,0,0,0,0,0,0,15,2,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1245,Gianluca Mancini,ITA,DF,Roma,Serie A,0.0,1996.0,6.0,268,246,21,18,0,2,1,2,0,0,0,0,234,1,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1246,Reinildo Mandava,MOZ,DF,Sunderland,Premier League,0.0,1994.0,4.4,230,203,26,0,0,0,6,26,0,0,0,0,190,1,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1247,Aïssa Mandi,ALG,DF,Lille,Ligue 1,0.0,1991.0,4.1,255,216,38,15,0,1,7,17,0,0,0,0,220,1,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1248,Rolando Mandragora,ITA,MF,Fiorentina,Serie A,0.0,1997.0,4.7,203,169,32,14,2,1,12,0,11,4,6,0,151,2,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1249,Filippo Mane,ITA,DF,Dortmund,Bundesliga,0.0,2005.0,0.9,67,63,4,3,0,1,0,1,0,0,0,0,61,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1250,Johan Manzambi,SUI,MF,Freiburg,Bundesliga,0.0,2005.0,3.4,138,131,4,4,3,0,6,0,0,0,0,0,112,3,5,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1251,Sekou Mara,FRA,FW,Auxerre,Ligue 1,0.0,2002.0,2.9,51,44,7,1,0,0,0,0,0,0,0,0,37,0,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1252,Alessandro Marcandalli,ITA,DF,Genoa,Serie A,0.0,2002.0,2.0,67,65,2,2,0,0,0,0,0,0,0,0,56,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1253,Marcão,BRA,DF,Sevilla,La Liga,0.0,1996.0,4.2,145,139,4,4,0,1,1,0,0,0,0,0,126,2,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1254,Vincent Marchetti,FRA,MF,Paris FC,Ligue 1,0.0,1997.0,2.7,110,107,3,2,0,0,0,1,0,0,0,0,98,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1255,Pablo Marí,ESP,DF,Fiorentina,Serie A,0.0,1993.0,2.1,114,94,19,6,0,0,0,2,0,0,0,0,98,1,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1256,Mariano,DOM,FW,Alavés,La Liga,0.0,1993.0,2.5,38,37,1,0,0,0,2,1,0,0,0,0,23,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1257,Luca Marianucci,ITA,DF,Napoli,Serie A,0.0,2004.0,1.0,102,100,2,2,0,0,0,0,0,0,0,0,100,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1258,Rafa Marín,ESP,DF,Villarreal,La Liga,0.0,2002.0,7.0,377,356,21,10,0,3,0,3,0,0,0,0,344,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1259,Marius Marin,ROU,MF,Pisa,Serie A,0.0,1998.0,4.4,108,100,7,6,1,2,7,0,0,0,0,0,73,1,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1260,Pablo Marín,ESP,MF,Real Sociedad,La Liga,0.0,2003.0,5.1,136,130,6,0,1,0,2,2,0,0,0,0,109,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1261,João Mário Lopes,POR,DF,Juventus,Serie A,0.0,2000.0,2.4,107,88,18,2,0,1,3,16,0,0,0,0,83,1,5,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1262,Guillermo Maripán,CHI,DF,Torino,Serie A,0.0,1994.0,4.5,164,145,18,4,0,0,0,0,0,0,0,0,139,1,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1263,Omar Marmoush,EGY,"FW,MF",Manchester City,Premier League,0.0,1999.0,1.7,49,48,1,1,2,0,2,0,0,0,0,0,39,0,5,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1264,Marquinhos,BRA,DF,Paris S-G,Ligue 1,0.0,1994.0,2.0,187,178,9,2,0,1,1,7,0,0,0,0,176,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1265,Callum Marshall,NIR,FW,West Ham,Premier League,0.0,2004.0,0.3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1266,Eric Martel,GER,"MF,DF",Köln,Bundesliga,0.0,2002.0,5.6,238,233,5,3,1,0,1,2,0,0,0,0,202,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1267,Aarón Martín,ESP,DF,Genoa,Serie A,0.0,1997.0,4.9,282,202,80,16,2,1,31,49,15,8,5,0,202,0,7,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1268,Gerard Martín,ESP,DF,Barcelona,La Liga,0.0,2002.0,4.0,303,267,35,2,0,1,3,33,0,0,0,0,261,1,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1269,Iván Martín,ESP,MF,Girona,La Liga,0.0,1999.0,6.0,283,280,3,2,2,1,2,1,0,0,0,0,241,0,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1270,Jon Martin,ESP,DF,Real Sociedad,La Liga,0.0,2006.0,1.0,77,74,2,2,0,1,0,0,0,0,0,0,71,1,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1271,Mario Martín,ESP,MF,Getafe,La Liga,0.0,2004.0,5.7,152,147,2,2,0,1,2,0,0,0,0,0,117,3,7,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1272,Gabriel Martinelli,BRA,FW,Arsenal,Premier League,0.0,2001.0,2.1,29,25,3,2,0,1,5,0,1,1,0,0,18,1,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1273,Arnau Martinez,ESP,DF,Girona,La Liga,0.0,2003.0,3.9,210,176,31,6,0,0,10,25,0,0,0,0,166,3,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1274,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,0.0,1992.0,5.0,194,170,24,10,1,0,0,0,0,0,0,0,159,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1275,Josep Martinez,ESP,GK,Inter,Serie A,0.0,1998.0,2.0,71,56,14,5,0,0,0,0,0,0,0,0,55,1,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1276,Lautaro Martínez,ARG,FW,Inter,Serie A,0.0,1997.0,4.7,116,111,4,0,1,1,4,1,0,0,0,0,86,1,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
1277,Pablo Martínez,ESP,MF,Levante,La Liga,0.0,1998.0,4.7,149,137,11,9,0,4,6,0,2,0,0,0,114,1,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
